DDI_ID,Object_DrugBank_ID,Precipitant_DrugBank_ID,Object_DCQC,Precipitant_DCQC,Object_Name,Precipitant_Name,Drugbank_AE
P081186,DB00176,DB01611,45633,4654,Fluvoxamine,Hydroxychloroquine,The metabolism of Fluvoxamine can be decreased when combined with Hydroxychloroquine.
P081187,DB00196,DB01611,45568,4654,Fluconazole,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Fluconazole is combined with Hydroxychloroquine.
P081188,DB01195,DB01611,45501,4654,Flecainide,Hydroxychloroquine,The metabolism of Flecainide can be decreased when combined with Hydroxychloroquine.
P081190,DB01175,DB01611,47553,4654,Escitalopram,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Escitalopram.
P081191,DB00199,DB01611,3458,4654,Erythromycin,Hydroxychloroquine,The serum concentration of Erythromycin can be increased when it is combined with Hydroxychloroquine.
P081192,DB00477,DB01611,1924,4654,Chlorpromazine,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Chlorpromazine.
P081194,DB00843,DB01611,47352,4654,Donepezil,Hydroxychloroquine,The metabolism of Donepezil can be decreased when combined with Hydroxychloroquine.
P081195,DB00215,DB01611,47317,4654,Citalopram,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Citalopram.
P081197,DB01075,DB01611,3107,4654,Diphenhydramine,Hydroxychloroquine,The metabolism of Diphenhydramine can be decreased when combined with Hydroxychloroquine.
P081199,DB00608,DB01611,1833,4654,Chloroquine,Hydroxychloroquine,The serum concentration of Chloroquine can be increased when it is combined with Hydroxychloroquine.
P081200,DB00736,DB01611,47418,4654,Esomeprazole,Hydroxychloroquine,The serum concentration of Esomeprazole can be increased when it is combined with Hydroxychloroquine.
P081201,DB01072,DB01611,47479,4654,Atazanavir,Hydroxychloroquine,The serum concentration of Atazanavir can be increased when it is combined with Hydroxychloroquine.
P081202,DB00207,DB01611,46236,4654,Azithromycin,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Azithromycin.
P081203,DB00927,DB01611,45460,4654,Famotidine,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Famotidine is combined with Hydroxychloroquine.
P081204,DB04855,DB01611,47804,4654,Dronedarone,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Dronedarone.
P081205,DB00472,DB01611,45504,4654,Fluoxetine,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Fluoxetine.
P081207,DB01211,DB01611,47018,4654,Clarithromycin,Hydroxychloroquine,The serum concentration of Clarithromycin can be increased when it is combined with Hydroxychloroquine.
P081210,DB00280,DB01611,37911,4654,Disopyramide,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Disopyramide.
P081211,DB01184,DB01611,45540,4654,Domperidone,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Domperidone.
P081213,DB01142,DB01611,3198,4654,Doxepin,Hydroxychloroquine,The metabolism of Doxepin can be decreased when combined with Hydroxychloroquine.
P081214,DB00915,DB01611,18426,4654,Amantadine,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Hydroxychloroquine.
P081215,DB01118,DB01611,45441,4654,Amiodarone,Hydroxychloroquine,The metabolism of Amiodarone can be decreased when combined with Hydroxychloroquine.
P081216,DB00261,DB01611,47262,4654,Anagrelide,Hydroxychloroquine,The risk or severity of QTc prolongation can be increased when Hydroxychloroquine is combined with Anagrelide.
P081221,DB00537,DB01611,45503,4654,Ciprofloxacin,Hydroxychloroquine,The serum concentration of Ciprofloxacin can be increased when it is combined with Hydroxychloroquine.
P081223,DB00321,DB01611,429,4654,Amitriptyline,Hydroxychloroquine,The metabolism of Amitriptyline can be decreased when combined with Hydroxychloroquine.
P081224,DB00501,DB01611,38366,4654,Cimetidine,Hydroxychloroquine,The risk or severity of adverse effects can be increased when Cimetidine is combined with Hydroxychloroquine.
P081230,DB00999,DB00557,4537,4706,Hydrochlorothiazide,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Hydrochlorothiazide.
P081231,DB00674,DB00557,47415,4706,Galantamine,Hydroxyzine,The metabolism of Galantamine can be decreased when combined with Hydroxyzine.
P081232,DB00472,DB00557,45504,4706,Fluoxetine,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Fluoxetine.
P081233,DB01195,DB00557,45501,4706,Flecainide,Hydroxyzine,The metabolism of Flecainide can be decreased when combined with Hydroxyzine.
P081234,DB01175,DB00557,47553,4706,Escitalopram,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Escitalopram.
P081235,DB00199,DB00557,3458,4706,Erythromycin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Erythromycin.
P081237,DB04855,DB00557,47804,4706,Dronedarone,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Dronedarone.
P081238,DB01142,DB00557,3198,4706,Doxepin,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Doxepin.
P081239,DB00207,DB00557,46236,4706,Azithromycin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Azithromycin.
P081240,DB00196,DB00557,45568,4706,Fluconazole,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Fluconazole is combined with Hydroxyzine.
P081243,DB00280,DB00557,37911,4706,Disopyramide,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Disopyramide.
P081244,DB00915,DB00557,18426,4706,Amantadine,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Amantadine.
P081245,DB00215,DB00557,47317,4706,Citalopram,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Citalopram.
P081246,DB00477,DB00557,1924,4706,Chlorpromazine,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Chlorpromazine.
P081247,DB00176,DB00557,45633,4706,Fluvoxamine,Hydroxyzine,The metabolism of Fluvoxamine can be decreased when combined with Hydroxyzine.
P081250,DB00608,DB00557,1833,4706,Chloroquine,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Chloroquine.
P081251,DB01118,DB00557,45441,4706,Amiodarone,Hydroxyzine,The metabolism of Amiodarone can be decreased when combined with Hydroxyzine.
P081252,DB01075,DB00557,3107,4706,Diphenhydramine,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Diphenhydramine.
P081254,DB01184,DB00557,45540,4706,Domperidone,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Domperidone.
P081255,DB00502,DB00557,4394,4706,Haloperidol,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Haloperidol.
P081256,DB00843,DB00557,47352,4706,Donepezil,Hydroxyzine,Hydroxyzine may increase the central nervous system depressant (CNS depressant) activities of Donepezil.
P081257,DB00321,DB00557,429,4706,Amitriptyline,Hydroxyzine,The metabolism of Amitriptyline can be decreased when combined with Hydroxyzine.
P081264,DB00537,DB00557,45503,4706,Ciprofloxacin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Ciprofloxacin.
P081266,DB01611,DB00557,4654,4706,Hydroxychloroquine,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Hydroxychloroquine.
P081269,DB00261,DB00557,47262,4706,Anagrelide,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Anagrelide.
P081270,DB01211,DB00557,47018,4706,Clarithromycin,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Clarithromycin.
P081271,DB00927,DB00557,45460,4706,Famotidine,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Famotidine.
P081274,DB01072,DB00557,47479,4706,Atazanavir,Hydroxyzine,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Atazanavir.
P081381,DB00557,DB00808,4706,43397,Hydroxyzine,Indapamide,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Indapamide.
P081382,DB01611,DB00808,4654,43397,Hydroxychloroquine,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Hydroxychloroquine.
P081385,DB00999,DB00808,4537,43397,Hydrochlorothiazide,Indapamide,Hydrochlorothiazide may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081386,DB00502,DB00808,4394,43397,Haloperidol,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Haloperidol.
P081389,DB00472,DB00808,45504,43397,Fluoxetine,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Fluoxetine.
P081390,DB00196,DB00808,45568,43397,Fluconazole,Indapamide,Fluconazole may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081391,DB01175,DB00808,47553,43397,Escitalopram,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Escitalopram.
P081394,DB04855,DB00808,47804,43397,Dronedarone,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Dronedarone.
P081395,DB00843,DB00808,47352,43397,Donepezil,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Donepezil.
P081396,DB01184,DB00808,45540,43397,Domperidone,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Domperidone.
P081398,DB01142,DB00808,3198,43397,Doxepin,Indapamide,Indapamide may decrease the excretion rate of Doxepin which could result in a higher serum level.
P081399,DB00280,DB00808,37911,43397,Disopyramide,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Disopyramide.
P081400,DB00736,DB00808,47418,43397,Esomeprazole,Indapamide,Esomeprazole may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081401,DB01075,DB00808,3107,43397,Diphenhydramine,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Diphenhydramine.
P081403,DB00199,DB00808,3458,43397,Erythromycin,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Erythromycin.
P081404,DB00927,DB00808,45460,43397,Famotidine,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Famotidine.
P081405,DB01211,DB00808,47018,43397,Clarithromycin,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Clarithromycin.
P081406,DB00215,DB00808,47317,43397,Citalopram,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Citalopram.
P081407,DB00176,DB00808,45633,43397,Fluvoxamine,Indapamide,The risk or severity of hyponatremia can be increased when Fluvoxamine is combined with Indapamide.
P081408,DB00537,DB00808,45503,43397,Ciprofloxacin,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Ciprofloxacin.
P081409,DB00695,DB00808,4173,43397,Furosemide,Indapamide,Furosemide may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081410,DB00501,DB00808,38366,43397,Cimetidine,Indapamide,Cimetidine may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081412,DB00674,DB00808,47415,43397,Galantamine,Indapamide,Galantamine may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081413,DB00477,DB00808,1924,43397,Chlorpromazine,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Chlorpromazine.
P081415,DB00608,DB00808,1833,43397,Chloroquine,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Chloroquine.
P081416,DB01195,DB00808,45501,43397,Flecainide,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Flecainide.
P081420,DB00207,DB00808,46236,43397,Azithromycin,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Azithromycin.
P081421,DB01072,DB00808,47479,43397,Atazanavir,Indapamide,Atazanavir may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081423,DB00681,DB00808,520,43397,Amphotericin B,Indapamide,Amphotericin B may decrease the excretion rate of Indapamide which could result in a higher serum level.
P081424,DB00915,DB00808,18426,43397,Amantadine,Indapamide,Indapamide may decrease the excretion rate of Amantadine which could result in a higher serum level.
P081426,DB00321,DB00808,429,43397,Amitriptyline,Indapamide,Indapamide may decrease the excretion rate of Amitriptyline which could result in a higher serum level.
P081428,DB01118,DB00808,45441,43397,Amiodarone,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Amiodarone.
P081431,DB00261,DB00808,47262,43397,Anagrelide,Indapamide,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Anagrelide.
P081432,DB00176,DB01167,45633,47051,Fluvoxamine,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Fluvoxamine.
P081434,DB00557,DB01167,4706,47051,Hydroxyzine,Itraconazole,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Itraconazole.
P081435,DB00808,DB01167,43397,47051,Indapamide,Itraconazole,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Itraconazole.
P081436,DB01611,DB01167,4654,47051,Hydroxychloroquine,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Hydroxychloroquine.
P081438,DB00999,DB01167,4537,47051,Hydrochlorothiazide,Itraconazole,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Itraconazole.
P081439,DB00502,DB01167,4394,47051,Haloperidol,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Haloperidol.
P081442,DB00674,DB01167,47415,47051,Galantamine,Itraconazole,The metabolism of Galantamine can be decreased when combined with Itraconazole.
P081445,DB00472,DB01167,45504,47051,Fluoxetine,Itraconazole,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Fluoxetine.
P081446,DB00196,DB01167,45568,47051,Fluconazole,Itraconazole,The risk or severity of hyperkalemia can be increased when Fluconazole is combined with Itraconazole.
P081447,DB01195,DB01167,45501,47051,Flecainide,Itraconazole,The metabolism of Flecainide can be decreased when combined with Itraconazole.
P081448,DB00736,DB01167,47418,47051,Esomeprazole,Itraconazole,Esomeprazole can cause a decrease in the absorption of Itraconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081449,DB01175,DB01167,47553,47051,Escitalopram,Itraconazole,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Escitalopram.
P081450,DB00199,DB01167,3458,47051,Erythromycin,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Erythromycin.
P081451,DB01142,DB01167,3198,47051,Doxepin,Itraconazole,Doxepin can cause a decrease in the absorption of Itraconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081452,DB00280,DB01167,37911,47051,Disopyramide,Itraconazole,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Disopyramide.
P081453,DB01075,DB01167,3107,47051,Diphenhydramine,Itraconazole,The metabolism of Diphenhydramine can be decreased when combined with Itraconazole.
P081454,DB00537,DB01167,45503,47051,Ciprofloxacin,Itraconazole,The serum concentration of Ciprofloxacin can be increased when it is combined with Itraconazole.
P081455,DB00215,DB01167,47317,47051,Citalopram,Itraconazole,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Citalopram.
P081456,DB00477,DB01167,1924,47051,Chlorpromazine,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Chlorpromazine.
P081457,DB00927,DB01167,45460,47051,Famotidine,Itraconazole,Famotidine can cause a decrease in the absorption of Itraconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081458,DB00608,DB01167,1833,47051,Chloroquine,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Chloroquine.
P081461,DB00207,DB01167,46236,47051,Azithromycin,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Azithromycin.
P081462,DB01072,DB01167,47479,47051,Atazanavir,Itraconazole,The serum concentration of Itraconazole can be increased when it is combined with Atazanavir.
P081466,DB00261,DB01167,47262,47051,Anagrelide,Itraconazole,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Anagrelide.
P081469,DB01211,DB01167,47018,47051,Clarithromycin,Itraconazole,The serum concentration of Clarithromycin can be increased when it is combined with Itraconazole.
P081471,DB00681,DB01167,520,47051,Amphotericin B,Itraconazole,The therapeutic efficacy of Amphotericin B can be decreased when used in combination with Itraconazole.
P081473,DB00321,DB01167,429,47051,Amitriptyline,Itraconazole,The metabolism of Amitriptyline can be decreased when combined with Itraconazole.
P081476,DB01184,DB01167,45540,47051,Domperidone,Itraconazole,The risk or severity of QTc prolongation can be increased when Itraconazole is combined with Domperidone.
P081477,DB01118,DB01167,45441,47051,Amiodarone,Itraconazole,The metabolism of Amiodarone can be decreased when combined with Itraconazole.
P081478,DB00501,DB01167,38366,47051,Cimetidine,Itraconazole,Cimetidine can cause a decrease in the absorption of Itraconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081479,DB00843,DB01167,47352,47051,Donepezil,Itraconazole,The metabolism of Donepezil can be decreased when combined with Itraconazole.
P081480,DB00915,DB01167,18426,47051,Amantadine,Itraconazole,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Itraconazole.
P081482,DB04855,DB01167,47804,47051,Dronedarone,Itraconazole,The metabolism of Dronedarone can be decreased when combined with Itraconazole.
P081542,DB00999,DB01026,4537,44801,Hydrochlorothiazide,Ketoconazole,The risk or severity of QTc prolongation can be increased when Hydrochlorothiazide is combined with Ketoconazole.
P081543,DB00502,DB01026,4394,44801,Haloperidol,Ketoconazole,The serum concentration of Ketoconazole can be increased when it is combined with Haloperidol.
P081544,DB00674,DB01026,47415,44801,Galantamine,Ketoconazole,The metabolism of Galantamine can be decreased when combined with Ketoconazole.
P081545,DB00557,DB01026,4706,44801,Hydroxyzine,Ketoconazole,The risk or severity of QTc prolongation can be increased when Hydroxyzine is combined with Ketoconazole.
P081547,DB00808,DB01026,43397,44801,Indapamide,Ketoconazole,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Ketoconazole.
P081548,DB01167,DB01026,47051,44801,Itraconazole,Ketoconazole,The serum concentration of Itraconazole can be increased when it is combined with Ketoconazole.
P081549,DB01611,DB01026,4654,44801,Hydroxychloroquine,Ketoconazole,The serum concentration of Ketoconazole can be increased when it is combined with Hydroxychloroquine.
P081550,DB00477,DB01026,1924,44801,Chlorpromazine,Ketoconazole,The risk or severity of liver damage can be increased when Chlorpromazine is combined with Ketoconazole.
P081551,DB00280,DB01026,37911,44801,Disopyramide,Ketoconazole,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Disopyramide.
P081555,DB00472,DB01026,45504,44801,Fluoxetine,Ketoconazole,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Fluoxetine.
P081559,DB00695,DB01026,4173,44801,Furosemide,Ketoconazole,The metabolism of Furosemide can be decreased when combined with Ketoconazole.
P081560,DB00176,DB01026,45633,44801,Fluvoxamine,Ketoconazole,The serum concentration of Ketoconazole can be increased when it is combined with Fluvoxamine.
P081561,DB00196,DB01026,45568,44801,Fluconazole,Ketoconazole,The serum concentration of Ketoconazole can be increased when it is combined with Fluconazole.
P081562,DB01195,DB01026,45501,44801,Flecainide,Ketoconazole,The metabolism of Flecainide can be decreased when combined with Ketoconazole.
P081563,DB00927,DB01026,45460,44801,Famotidine,Ketoconazole,Famotidine can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081564,DB01175,DB01026,47553,44801,Escitalopram,Ketoconazole,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Escitalopram.
P081565,DB00736,DB01026,47418,44801,Esomeprazole,Ketoconazole,Esomeprazole can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081566,DB00199,DB01026,3458,44801,Erythromycin,Ketoconazole,The risk or severity of liver damage can be increased when Erythromycin is combined with Ketoconazole.
P081569,DB04855,DB01026,47804,44801,Dronedarone,Ketoconazole,The metabolism of Dronedarone can be decreased when combined with Ketoconazole.
P081570,DB01142,DB01026,3198,44801,Doxepin,Ketoconazole,Doxepin can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081571,DB00843,DB01026,47352,44801,Donepezil,Ketoconazole,The metabolism of Donepezil can be decreased when combined with Ketoconazole.
P081572,DB01184,DB01026,45540,44801,Domperidone,Ketoconazole,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Domperidone.
P081574,DB01075,DB01026,3107,44801,Diphenhydramine,Ketoconazole,The metabolism of Diphenhydramine can be decreased when combined with Ketoconazole.
P081576,DB01211,DB01026,47018,44801,Clarithromycin,Ketoconazole,The serum concentration of Clarithromycin can be increased when it is combined with Ketoconazole.
P081577,DB00215,DB01026,47317,44801,Citalopram,Ketoconazole,Ketoconazole may increase the QTc-prolonging activities of Citalopram.
P081578,DB00537,DB01026,45503,44801,Ciprofloxacin,Ketoconazole,The serum concentration of Ciprofloxacin can be increased when it is combined with Ketoconazole.
P081579,DB00501,DB01026,38366,44801,Cimetidine,Ketoconazole,Cimetidine can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081581,DB00608,DB01026,1833,44801,Chloroquine,Ketoconazole,The serum concentration of Ketoconazole can be increased when it is combined with Chloroquine.
P081585,DB00207,DB01026,46236,44801,Azithromycin,Ketoconazole,The serum concentration of Ketoconazole can be increased when it is combined with Azithromycin.
P081586,DB01072,DB01026,47479,44801,Atazanavir,Ketoconazole,The serum concentration of Atazanavir can be increased when it is combined with Ketoconazole.
P081588,DB00261,DB01026,47262,44801,Anagrelide,Ketoconazole,The risk or severity of QTc prolongation can be increased when Ketoconazole is combined with Anagrelide.
P081591,DB00681,DB01026,520,44801,Amphotericin B,Ketoconazole,The therapeutic efficacy of Amphotericin B can be decreased when used in combination with Ketoconazole.
P081592,DB00321,DB01026,429,44801,Amitriptyline,Ketoconazole,The metabolism of Amitriptyline can be decreased when combined with Ketoconazole.
P081594,DB01118,DB01026,45441,44801,Amiodarone,Ketoconazole,Ketoconazole may decrease the excretion rate of Amiodarone which could result in a higher serum level.
P081595,DB00915,DB01026,18426,44801,Amantadine,Ketoconazole,The risk or severity of QTc prolongation can be increased when Amantadine is combined with Ketoconazole.
P081597,DB01175,DB00448,47553,47140,Escitalopram,Lansoprazole,The metabolism of Escitalopram can be decreased when combined with Lansoprazole.
P081598,DB01142,DB00448,3198,47140,Doxepin,Lansoprazole,The metabolism of Doxepin can be increased when combined with Lansoprazole.
P081599,DB04855,DB00448,47804,47140,Dronedarone,Lansoprazole,The metabolism of Dronedarone can be increased when combined with Lansoprazole.
P081600,DB00199,DB00448,3458,47140,Erythromycin,Lansoprazole,The serum concentration of Lansoprazole can be increased when it is combined with Erythromycin.
P081602,DB00196,DB00448,45568,47140,Fluconazole,Lansoprazole,The metabolism of Lansoprazole can be decreased when combined with Fluconazole.
P081603,DB00472,DB00448,45504,47140,Fluoxetine,Lansoprazole,The metabolism of Fluoxetine can be decreased when combined with Lansoprazole.
P081604,DB00674,DB00448,47415,47140,Galantamine,Lansoprazole,The metabolism of Galantamine can be decreased when combined with Lansoprazole.
P081607,DB00502,DB00448,4394,47140,Haloperidol,Lansoprazole,The serum concentration of Haloperidol can be increased when it is combined with Lansoprazole.
P081610,DB01611,DB00448,4654,47140,Hydroxychloroquine,Lansoprazole,The serum concentration of Lansoprazole can be increased when it is combined with Hydroxychloroquine.
P081612,DB01167,DB00448,47051,47140,Itraconazole,Lansoprazole,Lansoprazole can cause a decrease in the absorption of Itraconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081614,DB01026,DB00448,44801,47140,Ketoconazole,Lansoprazole,Lansoprazole can cause a decrease in the absorption of Ketoconazole resulting in a reduced serum concentration and potentially a decrease in efficacy.
P081616,DB00736,DB00448,47418,47140,Esomeprazole,Lansoprazole,The metabolism of Esomeprazole can be decreased when combined with Lansoprazole.
P081620,DB01118,DB00448,45441,47140,Amiodarone,Lansoprazole,The metabolism of Amiodarone can be increased when combined with Lansoprazole.
P081626,DB01072,DB00448,47479,47140,Atazanavir,Lansoprazole,The therapeutic efficacy of Atazanavir can be decreased when used in combination with Lansoprazole.
P081632,DB00176,DB00448,45633,47140,Fluvoxamine,Lansoprazole,The metabolism of Lansoprazole can be decreased when combined with Fluvoxamine.
P081633,DB00477,DB00448,1924,47140,Chlorpromazine,Lansoprazole,The serum concentration of Chlorpromazine can be increased when it is combined with Lansoprazole.
P081634,DB01195,DB00448,45501,47140,Flecainide,Lansoprazole,The metabolism of Flecainide can be decreased when combined with Lansoprazole.
P081635,DB00927,DB00448,45460,47140,Famotidine,Lansoprazole,The excretion of Famotidine can be decreased when combined with Lansoprazole.
P081637,DB00215,DB00448,47317,47140,Citalopram,Lansoprazole,The serum concentration of Citalopram can be increased when it is combined with Lansoprazole.
P081638,DB01211,DB00448,47018,47140,Clarithromycin,Lansoprazole,The serum concentration of Clarithromycin can be increased when it is combined with Lansoprazole.
P081641,DB00501,DB00448,38366,47140,Cimetidine,Lansoprazole,The serum concentration of Cimetidine can be increased when it is combined with Lansoprazole.
P081642,DB00843,DB00448,47352,47140,Donepezil,Lansoprazole,The metabolism of Donepezil can be increased when combined with Lansoprazole.
P081643,DB01184,DB00448,45540,47140,Domperidone,Lansoprazole,The serum concentration of Domperidone can be increased when it is combined with Lansoprazole.
P081646,DB01075,DB00448,3107,47140,Diphenhydramine,Lansoprazole,The metabolism of Diphenhydramine can be increased when combined with Lansoprazole.
P081647,DB00537,DB00448,45503,47140,Ciprofloxacin,Lansoprazole,The serum concentration of Ciprofloxacin can be increased when it is combined with Lansoprazole.
P081648,DB00608,DB00448,1833,47140,Chloroquine,Lansoprazole,The serum concentration of Chloroquine can be increased when it is combined with Lansoprazole.
P081649,DB00207,DB00448,46236,47140,Azithromycin,Lansoprazole,The serum concentration of Lansoprazole can be increased when it is combined with Azithromycin.
P081651,DB00321,DB00448,429,47140,Amitriptyline,Lansoprazole,The metabolism of Amitriptyline can be decreased when combined with Lansoprazole.
P081656,DB00808,DB01137,43397,47258,Indapamide,Levofloxacin,The risk or severity of QTc prolongation can be increased when Indapamide is combined with Levofloxacin.
P081657,DB01026,DB01137,44801,47258,Ketoconazole,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Ketoconazole.
P081658,DB00448,DB01137,47140,47258,Lansoprazole,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Lansoprazole.
P081660,DB01075,DB01137,3107,47258,Diphenhydramine,Levofloxacin,The risk or severity of QTc prolongation can be increased when Diphenhydramine is combined with Levofloxacin.
P081661,DB00477,DB01137,1924,47258,Chlorpromazine,Levofloxacin,The serum concentration of Levofloxacin can be increased when it is combined with Chlorpromazine.
P081663,DB00215,DB01137,47317,47258,Citalopram,Levofloxacin,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Citalopram.
P081664,DB01211,DB01137,47018,47258,Clarithromycin,Levofloxacin,The serum concentration of Clarithromycin can be increased when it is combined with Levofloxacin.
P081665,DB00280,DB01137,37911,47258,Disopyramide,Levofloxacin,The risk or severity of QTc prolongation can be increased when Levofloxacin is combined with Disopyramide.
P081666,DB00537,DB01137,45503,47258,Ciprofloxacin,Levofloxacin,The serum concentration of Ciprofloxacin can be increased when it is combined with Levofloxacin.
P081668,DB01142,DB01137,3198,47258,Doxepin,Levofloxacin,The metabolism of Doxepin can be decreased when combined with Levofloxacin.
P081669,DB04855,DB01137,47804,47258,Dronedarone,Levofloxacin,The metabolism of Dronedarone can be decreased when combined with Levofloxacin.
